web_id,web_name,url,table_to_extract,additional_argument,file_path,scraper_object
web1,ndsl_red_flag_overall,https://www.fpi.nsdl.co.in/web/Reports/frmRedFlagList.aspx,table.tbls01,Overall / Sectoral Limit ,../output/red_flag_list.csv
web2,ndsl_breach_list_overall,https://www.fpi.nsdl.co.in/web/Reports/frmThresholdlist.aspx,table.tbls01.tbls02,Overall / Sectoral Limit ,../output/breach_list.csv
